trial_id,number_of_countries,min_end_date,max_end_date,comp_date,has_results,includes_pip,rare_disease,phase,bioequivalence_study,health_volunteers,trial_status,terminated,sponsor_status
2010-021901-19,1,2011-12-01,2011-12-01,1,0,0,0,3,0,0,1,0,0
2010-021918-30,1,,,0,0,0,0,4,0,0,1,0,0
2010-021922-36,1,2013-09-19,2013-09-19,1,0,0,0,4,0,0,1,0,0
2010-021923-29,1,2013-11-28,2013-11-28,1,0,0,0,2,0,0,1,0,0
2010-021924-81,1,,,0,0,0,0,4,0,0,0,0,0
2010-021925-12,1,2016-08-23,2016-08-23,1,1,0,0,4,0,0,1,0,1
2010-021926-37,3,2014-02-18,2014-02-18,1,1,0,0,2,0,0,2,0,1
2010-021928-96,1,,,0,0,0,0,2,0,0,0,0,1
2010-021933-30,1,,,0,0,0,0,4,0,1,0,0,0
2010-021936-33,2,2012-05-02,2012-05-02,2,1,0,0,3,0,0,1,0,1
2010-021941-38,1,,,0,0,0,0,2,0,0,1,1,1
2010-021943-41,1,,,0,0,0,0,2,0,0,1,0,0
2010-021944-17,1,2017-05-15,2017-05-15,1,0,0,0,2,0,0,1,0,0
2010-021945-29,1,,,0,0,0,0,2,0,0,0,0,1
2010-021946-22,1,,,0,0,0,0,2,0,0,1,0,0
2010-021951-26,1,,,0,0,0,0,2,0,0,0,0,0
2010-021955-14,1,,,0,0,0,0,3,0,0,1,1,1
2010-021957-38,1,,,0,0,0,0,4,0,0,0,0,0
2010-021960-14,2,2014-03-27,2014-03-27,1,1,0,1,3,0,0,1,1,1
2010-021961-61,8,2017-02-01,2017-02-01,2,0,0,1,3,0,0,2,0,1
2010-021962-31,1,,,0,0,0,0,2,0,0,0,0,0
2010-021963-34,2,2010-12-23,2011-02-04,2,0,0,0,2,0,0,1,1,1
2010-021967-34,1,,,0,0,0,0,2,0,0,0,0,0
2010-021968-15,1,,,0,0,0,0,2,0,0,0,0,0
2010-021973-35,3,2011-02-17,2011-03-31,2,1,0,0,4,0,0,2,0,1
2010-021977-35,1,,,0,0,0,0,3,0,0,1,0,1
2010-021978-11,11,2015-10-21,2016-04-13,7,1,0,0,3,0,0,2,1,1
2010-021979-85,1,,,0,0,0,0,0,0,1,1,0,0
2010-021983-14,1,,,0,0,0,1,4,0,0,0,0,0
2010-021984-33,1,2012-09-10,2012-09-10,1,1,0,0,2,0,0,1,0,1
2010-021986-60,1,,,0,1,0,0,2,0,0,1,0,1
2010-021987-13,1,,,0,0,0,0,3,0,0,0,0,0
2010-021988-32,1,2013-07-26,2013-07-26,1,1,0,0,3,0,0,1,0,1
2010-021994-35,5,2015-03-24,2015-03-24,4,1,0,0,4,0,0,2,0,1
2010-021995-27,6,2014-08-18,2014-08-18,4,1,0,0,3,0,0,2,0,1
2010-022001-18,1,2012-07-13,2012-07-13,1,0,0,0,4,0,0,1,0,0
2010-022009-16,1,2012-05-28,2012-05-28,1,0,0,0,2,0,0,1,0,0
2010-022010-32,1,,,0,0,0,0,2,0,0,0,0,0
2010-022011-19,8,2012-04-09,2012-04-09,8,1,0,0,3,0,0,1,0,1
2010-022012-40,8,2012-10-25,2012-10-25,7,1,0,0,3,0,0,1,0,1
2010-022015-19,4,2014-02-13,2014-02-14,3,1,0,1,2,0,0,1,1,1
2010-022017-26,1,,,0,0,0,0,2,0,0,0,0,0
2010-022021-15,1,,,0,0,0,0,3,0,0,1,1,0
2010-022025-15,1,,,0,0,0,0,4,0,0,0,0,0
2010-022027-30,1,,,0,0,0,1,4,0,0,0,0,0
2010-022029-13,1,,,0,1,0,3,2,0,0,1,0,1
2010-022032-37,1,,,0,0,0,0,3,0,0,1,0,0
2010-022033-28,1,,,0,0,0,0,2,0,0,1,0,1
2010-022034-88,1,,,0,1,0,0,4,0,0,1,0,0
2010-022036-36,1,,,0,1,0,1,1,0,0,1,1,1
2010-022037-29,1,,,0,0,0,0,3,0,0,0,0,0
2010-022040-20,1,,,0,1,0,0,4,0,0,0,0,0
2010-022041-19,1,2012-10-16,2012-10-16,1,0,0,0,3,0,0,1,0,1
2010-022042-24,1,,,0,0,0,0,4,0,0,0,0,0
2010-022044-20,1,,,0,0,0,0,3,0,0,1,1,0
2010-022046-25,1,,,0,0,0,1,2,0,0,4,0,0
2010-022049-88,1,2014-02-19,2014-02-19,1,1,0,0,3,0,0,1,0,1
2010-022052-23,1,,,0,0,0,0,2,0,0,1,0,0
2010-022054-16,2,2015-03-27,2015-03-27,2,1,0,0,4,0,0,1,0,1
2010-022055-36,1,,,0,0,0,0,4,0,1,0,0,0
2010-022057-42,1,2013-12-23,2013-12-23,1,0,0,0,2,0,0,1,0,0
2010-022058-18,1,2013-11-18,2013-11-18,1,0,0,0,2,0,0,1,0,0
2010-022060-13,3,2013-03-04,2013-03-04,2,1,0,0,3,0,0,1,0,1
2010-022064-12,9,,,0,1,0,0,3,0,0,2,0,1
2010-022065-10,1,,,0,0,0,0,2,0,0,0,0,0
2010-022067-35,1,2012-10-16,2012-10-16,1,1,0,0,2,0,0,1,0,1
2010-022072-31,1,,,0,0,0,0,2,0,0,0,0,0
2010-022075-66,1,2012-01-19,2012-01-19,1,0,0,0,4,0,0,1,1,0
2010-022077-33,1,,,0,0,0,0,2,0,0,1,0,0
2010-022082-10,4,2011-09-08,2011-09-09,3,1,0,0,3,0,0,1,0,1
2010-022083-12,1,,,0,0,0,0,2,0,0,1,0,1
2010-022084-36,1,2011-02-28,2011-02-28,1,1,0,1,1,0,0,1,0,1
2010-022085-26,1,2012-01-21,2012-01-21,1,1,0,1,2,0,0,1,0,1
2010-022091-31,1,,,0,0,0,0,2,0,0,0,0,0
2010-022092-65,2,,,0,1,0,0,2,0,0,0,0,1
2010-022095-31,1,,,0,0,0,0,2,0,0,0,0,0
2010-022096-54,1,2013-06-05,2013-06-05,1,0,0,0,3,0,0,1,0,1
2010-022099-29,4,2014-12-10,2014-12-10,2,0,0,0,3,0,0,1,1,1
2010-022100-42,4,2014-12-10,2014-12-10,2,0,0,0,3,0,0,2,1,1
2010-022101-18,9,2014-12-10,2015-01-12,8,0,0,0,3,0,0,1,1,1
2010-022102-41,5,,,0,0,0,0,3,0,0,2,1,1
2010-022103-21,1,2013-03-31,2013-03-31,1,0,0,0,2,0,0,1,1,0
2010-022104-50,1,,,0,0,0,0,2,0,0,0,0,0
2010-022106-40,1,,,0,0,0,0,4,0,0,0,0,
2010-022110-29,1,,,0,0,0,0,2,0,0,0,0,1
2010-022111-19,7,2013-10-17,2014-01-16,4,1,0,0,0,0,0,2,0,1
2010-022113-25,1,2010-11-29,2010-11-29,1,1,0,0,2,0,1,1,0,1
2010-022114-12,1,2011-07-19,2011-07-19,1,1,0,0,4,0,0,1,0,1
2010-022119-20,1,,,0,0,0,0,4,0,0,0,0,0
2010-022120-72,1,,,0,0,0,0,4,0,0,0,0,0
2010-022121-15,8,2012-10-22,2013-10-11,7,1,0,0,2,0,0,2,0,1
2010-022123-29,1,2014-02-25,2014-02-25,1,0,0,0,2,0,0,1,1,0
2010-022128-63,6,2012-11-28,2012-12-14,4,0,0,1,3,0,0,2,0,1
2010-022131-11,1,2012-01-20,2012-01-20,1,0,0,0,4,0,0,1,0,0
2010-022133-28,1,,,0,1,0,0,4,0,0,0,0,1
2010-022134-89,15,,,0,0,0,0,3,0,0,2,1,1
2010-022138-10,1,,,0,0,0,0,3,0,0,0,0,0
2010-022150-16,1,,,0,0,0,0,2,0,0,1,1,0
2010-022151-32,1,,,0,0,0,0,2,0,0,0,0,0
2010-022153-42,2,,,0,0,0,0,2,0,0,1,1,1
2010-022155-33,3,,,0,0,0,0,2,0,0,2,0,1
2010-022160-13,1,2016-11-23,2016-11-23,1,1,0,1,1,0,0,1,0,1
2010-022162-27,1,,,0,0,0,0,2,0,0,0,0,0
2010-022163-35,8,2015-08-19,2015-08-19,3,1,0,0,3,0,0,2,0,1
2010-022164-12,1,,,0,0,0,1,3,0,0,3,0,1
2010-022165-10,1,,,0,0,0,0,2,0,0,0,0,0
2010-022166-27,2,2012-01-31,2012-01-31,1,1,0,0,2,0,0,1,0,1
2010-022168-11,5,2011-09-30,2011-09-30,3,1,0,0,3,0,0,2,0,1
2010-022169-91,1,,,0,0,0,0,2,0,0,0,0,0
2010-022170-14,2,2012-07-10,2012-07-10,2,1,0,0,2,0,0,1,0,1
2010-022172-30,1,,,0,0,0,0,4,0,0,0,0,0
2010-022178-14,3,2011-12-20,2011-12-20,2,0,0,0,2,0,0,2,0,1
2010-022180-35,1,2015-04-22,2015-04-22,1,0,0,0,2,0,0,1,0,0
2010-022181-28,4,2012-09-12,2012-10-09,4,1,0,0,3,0,0,1,0,1
2010-022183-12,1,,,0,0,0,0,2,0,0,0,0,0
2010-022184-35,1,,,0,0,0,0,4,0,0,0,0,0
2010-022188-37,1,,,0,0,0,0,4,0,0,0,0,0
2010-022189-28,14,2014-05-20,2014-05-20,1,1,1,0,2,0,0,2,1,1
2010-022193-13,8,2012-01-03,2013-04-01,3,1,0,0,2,0,0,2,0,1
2010-022200-46,4,2012-08-07,2012-08-07,2,1,0,0,2,0,0,1,0,1
2010-022201-18,1,,,0,0,0,0,4,0,0,0,0,0
2010-022202-41,1,,,0,0,0,0,4,0,0,0,0,0
2010-022205-17,4,2013-02-07,2014-01-21,4,0,0,0,3,0,0,1,1,1
2010-022206-40,5,2013-07-23,2013-07-23,5,0,0,0,3,0,0,1,1,1
2010-022207-22,5,2013-02-07,2014-01-06,3,0,0,0,3,0,0,1,1,1
2010-022208-36,8,2013-02-07,2014-02-25,6,0,0,0,3,0,0,2,1,1
2010-022209-16,2,,,0,0,0,0,3,0,0,0,0,0
2010-022211-19,3,2011-06-24,2011-06-24,2,1,0,0,2,0,0,1,0,1
2010-022215-19,1,,,0,0,0,0,2,0,0,0,0,0
2010-022216-39,1,,,0,0,0,0,4,0,0,1,0,0
2010-022221-15,2,2012-04-24,2012-04-24,1,1,0,1,2,0,0,2,0,1
2010-022223-29,5,2012-11-14,2012-11-14,4,1,0,0,3,0,0,1,0,1
2010-022224-77,2,2013-07-31,2013-07-31,1,0,0,0,2,0,0,1,1,1
2010-022228-66,10,2013-06-18,2013-07-07,8,0,0,0,3,0,0,2,0,1
2010-022229-13,3,2013-10-31,2013-10-31,1,1,0,0,2,0,0,2,1,1
2010-022230-81,6,2015-05-07,2015-05-07,5,0,0,1,3,0,0,1,0,1
2010-022231-11,1,,,0,0,0,1,1,0,0,1,0,1
2010-022232-37,1,,,0,0,0,0,4,0,0,0,0,0
2010-022233-28,1,,,0,0,0,1,3,0,1,0,0,0
2010-022235-10,7,,,0,0,0,1,2,0,0,0,0,0
2010-022239-12,1,2013-11-15,2013-11-15,1,0,0,0,1,0,0,1,0,1
2010-022240-21,1,2012-12-14,2012-12-14,1,0,0,0,1,0,0,1,1,1
2010-022242-24,2,2016-12-06,2016-12-06,2,1,0,0,3,0,0,1,0,1
2010-022243-38,9,2016-01-12,2016-01-12,8,1,0,0,3,0,0,2,0,1
2010-022244-20,2,2012-07-16,2012-07-16,2,1,0,0,3,0,0,1,1,1
2010-022247-37,2,,,0,0,0,1,3,0,0,2,1,1
2010-022248-19,4,2013-06-20,2013-06-20,3,1,0,0,2,0,1,1,0,1
2010-022253-42,1,2015-12-25,2015-12-25,1,0,0,1,2,0,0,1,0,0
2010-022255-37,1,,,0,0,0,0,2,0,0,0,0,0
2010-022257-41,4,2012-04-25,2012-04-25,2,1,0,0,2,0,0,2,0,1
2010-022258-17,1,,,0,0,0,0,3,0,0,1,0,0
2010-022260-12,1,,,0,0,0,1,4,0,0,0,0,0
2010-022265-10,1,,,0,1,1,0,3,0,1,4,0,1
2010-022266-27,1,2014-09-15,2014-09-15,1,1,0,0,3,0,1,1,0,1
2010-022270-14,1,,,0,0,0,0,2,0,0,0,0,1
2010-022271-59,3,2016-07-04,2016-07-04,3,1,0,1,3,0,0,1,0,1
2010-022273-34,1,2015-03-13,2015-03-13,1,1,0,1,2,0,0,1,0,1
2010-022278-15,3,,,0,0,0,1,2,0,0,0,0,1
2010-022279-77,2,2011-07-29,2011-08-19,2,1,0,0,2,0,0,1,0,1
2010-022280-35,1,2011-04-14,2011-04-14,1,1,0,0,2,0,0,1,0,1
2010-022281-27,1,2011-02-28,2011-02-28,1,1,0,0,2,0,0,1,0,1
2010-022284-35,5,2013-12-03,2013-12-03,4,1,1,1,3,0,0,2,0,1
2010-022290-34,1,,,0,0,0,0,2,0,0,0,0,1
2010-022293-14,2,2016-03-31,2016-03-31,1,0,0,0,0,0,0,1,0,0
2010-022297-14,8,2012-10-17,2012-12-19,6,0,0,0,3,0,0,1,1,1
2010-022302-41,1,,,0,0,0,0,3,0,0,1,1,0
2010-022303-22,1,2013-01-16,2013-01-16,1,1,0,0,4,0,1,1,0,1
2010-022304-50,2,,,0,0,0,0,3,0,0,2,0,1
2010-022307-22,2,,,0,0,0,0,4,0,0,2,0,0
2010-022308-34,1,2012-11-08,2012-11-08,1,0,0,0,2,0,0,1,1,0
2010-022313-25,15,2016-01-20,2016-03-04,11,1,0,1,3,0,0,2,0,1
2010-022315-19,1,,,0,0,0,1,2,0,0,1,0,1
2010-022318-22,1,,,0,0,0,0,4,0,0,0,0,0
2010-022319-20,1,2015-06-30,2015-06-30,1,0,0,0,2,0,0,1,0,0
2010-022320-67,1,,,0,0,0,0,3,0,0,0,0,0
2010-022326-32,3,2011-12-03,2011-12-03,3,1,0,0,2,0,0,1,0,1
2010-022329-13,1,2013-02-20,2013-02-20,1,0,0,0,1,0,0,1,0,0
2010-022332-37,1,2015-11-18,2015-11-18,1,1,0,0,2,0,0,1,0,0
2010-022334-92,1,2011-10-17,2011-10-17,1,0,0,0,3,0,1,1,0,0
2010-022335-11,1,,,0,0,0,0,3,0,1,0,0,0
2010-022336-36,1,,,0,0,0,3,4,0,0,0,0,0
2010-022337-29,3,2011-12-20,2011-12-20,1,1,0,0,3,0,0,2,0,1
2010-022338-10,3,,,0,0,0,1,2,0,0,2,0,1
2010-022348-18,1,,,0,0,0,0,4,0,0,1,1,0
2010-022363-35,1,,,0,0,0,0,4,0,0,0,0,0
2010-022364-12,7,2015-03-30,2015-03-30,6,1,0,0,3,0,0,1,0,1
2010-022365-10,10,2016-10-06,2016-10-06,8,0,0,0,3,0,0,2,0,1
2010-022366-27,4,2013-06-13,2013-06-13,3,1,0,0,3,0,0,2,0,1
2010-022370-14,1,,,0,0,0,1,2,0,0,4,0,0
2010-022372-31,1,,,0,0,0,0,3,0,0,1,0,1
2010-022378-15,5,2012-10-01,2012-10-01,2,1,0,0,2,0,0,1,1,1
2010-022380-35,4,2015-02-25,2015-02-25,2,0,0,0,2,0,0,1,0,1
2010-022382-10,13,2013-07-09,2013-09-04,9,1,0,0,3,0,0,2,1,1
2010-022383-12,18,2013-09-04,2013-10-23,11,1,0,0,3,0,0,2,1,1
2010-022384-35,16,2013-09-04,2013-11-14,10,1,0,0,3,0,0,2,1,1
2010-022388-37,1,,,0,0,0,1,2,0,0,0,0,0
2010-022389-28,1,2013-03-05,2013-03-05,1,0,0,1,2,0,0,1,0,0
2010-022393-13,1,,,0,0,0,0,2,0,0,0,0,0
2010-022394-34,1,,,0,0,0,0,4,0,0,0,0,0
2010-022395-31,8,2016-03-10,2016-03-10,1,0,0,2,3,0,0,2,0,0
2010-022397-14,1,,,0,0,0,0,4,0,0,0,0,0
2010-022400-53,1,2016-06-28,2016-06-28,1,1,0,0,2,0,0,1,0,0
2010-022402-40,8,2013-03-01,2013-03-01,5,1,1,0,3,0,0,2,0,1
2010-022403-22,1,,,0,0,0,0,2,0,0,0,0,1
2010-022406-41,1,,,0,1,0,0,2,0,0,1,1,1
2010-022408-28,2,2012-09-13,2012-09-13,2,1,0,0,2,0,0,1,0,1
2010-022410-11,1,,,0,0,0,0,4,0,0,0,0,0
2010-022413-26,1,2015-04-28,2015-04-28,1,0,0,0,4,0,0,1,1,0
2010-022416-40,1,,,0,0,0,0,2,0,0,0,0,0
2010-022417-25,1,,,0,0,0,1,4,0,0,0,0,0
2010-022422-32,1,,,0,0,0,0,3,0,0,0,0,0
2010-022425-15,1,,,0,0,0,0,1,0,0,0,0,0
2010-022428-58,1,2014-12-31,2014-12-31,1,0,0,0,4,0,0,1,0,0
2010-022433-29,1,2014-12-09,2014-12-09,1,0,0,0,1,0,0,1,0,0
2010-022437-28,2,2011-06-06,2011-06-06,2,1,0,0,2,0,0,1,0,1
2010-022439-12,4,2013-08-14,2013-08-14,3,0,0,0,2,0,0,2,0,2
2010-022440-20,1,,,0,0,0,0,3,0,0,4,0,0
2010-022441-21,1,2013-08-22,2013-08-22,1,1,0,0,4,0,0,1,0,1
2010-022444-20,1,,,0,0,0,1,1,1,0,0,0,0
2010-022445-20,11,,,0,0,0,1,3,0,0,0,0,1
2010-022446-24,1,,,0,0,0,1,1,0,0,3,0,0
2010-022449-38,2,2013-02-19,2013-06-26,2,1,1,0,2,0,1,1,0,1
2010-022454-17,1,2011-06-09,2011-06-09,1,0,0,0,4,0,1,1,0,0
2010-022455-31,2,2013-09-19,2013-09-19,1,1,0,0,2,0,0,1,0,1
2010-022458-18,4,2012-09-25,2012-10-29,3,1,0,0,2,0,0,1,0,1
2010-022459-45,5,2015-07-28,2015-07-31,2,0,0,1,3,0,0,2,0,1
2010-022460-12,1,2012-12-10,2012-12-10,1,0,0,0,3,0,0,1,1,0
2010-022461-10,1,2012-03-05,2012-03-05,1,0,0,0,4,0,1,1,0,0
2010-022463-35,1,,,0,0,0,0,3,0,0,0,0,0
2010-022467-36,1,2015-02-20,2015-02-20,1,0,0,0,2,0,0,1,0,0
2010-022468-11,1,2013-04-12,2013-04-12,1,1,0,0,4,0,0,1,0,0
2010-022472-31,1,2011-05-21,2011-05-21,1,0,0,0,4,0,0,1,0,0
2010-022473-33,1,,,0,0,0,0,3,0,0,0,0,0
2010-022475-55,12,,,0,0,0,0,3,0,0,2,1,1
2010-022482-95,1,,,0,0,0,0,2,0,0,0,0,0
2010-022486-10,4,,,0,0,0,0,2,0,0,2,0,1
2010-022487-12,1,2012-08-03,2012-08-03,1,0,0,0,2,0,0,1,0,1
2010-022489-29,1,,,0,0,0,0,3,0,0,0,0,0
2010-022492-54,2,,,0,0,0,0,3,0,0,2,0,0
2010-022496-66,1,2014-03-07,2014-03-07,1,1,0,1,2,0,0,1,0,0
2010-022500-50,1,,,0,0,0,0,4,0,0,1,0,0
2010-022502-40,1,,,0,0,0,0,2,0,0,0,0,1
2010-022504-42,2,2014-03-31,2014-03-31,1,1,0,0,2,0,0,2,0,1
2010-022505-18,1,,,0,0,0,0,2,0,1,0,0,0
2010-022506-41,6,2015-01-05,2015-03-02,4,1,0,0,2,0,0,1,1,1
2010-022509-17,1,2017-09-29,2017-09-29,1,0,0,0,2,0,0,1,0,1
2010-022510-11,2,2012-03-07,2012-03-07,2,1,0,0,2,0,0,1,0,1
2010-022511-18,1,,,0,0,0,0,2,0,1,0,0,0
2010-022513-26,1,2011-05-06,2011-05-06,1,1,0,0,2,0,0,1,0,1
2010-022514-47,5,2013-05-23,2013-05-23,2,1,1,0,3,0,0,2,0,1
2010-022515-20,2,2013-06-06,2013-06-06,2,1,0,0,2,0,0,1,0,1
2010-022516-39,1,,,0,0,0,0,4,0,0,1,0,0
2010-022517-25,2,2012-09-17,2012-09-17,1,0,0,0,2,0,0,2,0,1
2010-022518-16,1,,,0,0,0,0,4,0,0,0,0,0
2010-022520-73,1,2015-12-17,2015-12-17,1,0,0,0,2,0,0,1,0,0
2010-022521-15,1,2012-07-20,2012-07-20,1,0,0,0,2,0,0,1,0,1
2010-022529-14,3,2012-03-26,2012-03-26,2,1,0,0,3,0,0,1,0,1
2010-022534-84,3,2013-12-03,2013-12-03,1,1,0,0,3,0,0,2,1,1
2010-022538-10,1,2011-09-28,2011-09-28,1,1,0,0,4,0,1,1,0,1
2010-022548-19,3,2012-05-28,2012-05-28,2,0,0,0,2,0,0,2,0,1
2010-022549-59,1,,,0,0,0,0,3,0,0,3,0,1
2010-022556-23,2,2011-12-15,2011-12-15,1,1,0,0,2,0,0,2,0,1
2010-022557-42,2,2012-01-05,2012-01-05,1,1,0,0,2,0,0,1,1,1
2010-022558-18,1,,,0,0,0,1,2,0,0,0,0,0
2010-022560-12,5,2012-12-19,2012-12-19,1,1,0,1,2,0,0,2,0,1
2010-022568-11,3,2014-09-01,2014-09-24,2,1,0,0,2,0,0,2,0,1
2010-022570-13,1,2013-06-13,2013-06-13,1,0,0,0,2,0,0,1,0,0
2010-022572-32,1,,,0,0,0,0,3,0,0,0,0,0
2010-022576-30,5,2014-10-07,2014-10-07,4,0,0,0,3,0,0,1,0,1
2010-022579-68,1,2013-08-28,2013-08-28,1,1,0,0,2,0,0,1,0,1
2010-022583-13,8,2014-03-11,2014-03-11,6,0,0,1,3,0,0,2,0,1
2010-022584-35,1,2013-08-23,2013-08-23,1,0,0,1,2,0,0,1,0,0
2010-022586-10,1,,,0,0,0,0,3,0,0,0,0,1
2010-022587-12,1,,,0,0,0,0,2,0,0,0,0,0
2010-022589-29,1,,,0,0,0,0,4,0,0,0,0,0
2010-022596-64,4,2013-01-09,2013-01-09,2,1,0,0,2,0,0,1,0,1
2010-022598-32,1,,,0,1,0,0,2,0,0,0,0,1
2010-022599-30,1,,,0,0,0,0,2,0,0,1,0,0
2010-022604-45,1,,,0,1,0,0,4,0,0,1,0,0
2010-022606-41,1,,,0,0,0,0,3,0,0,0,0,0
2010-022611-19,3,2011-10-20,2011-10-20,3,0,0,0,2,0,0,1,0,1
2010-022615-19,1,2011-06-28,2011-06-28,1,1,0,0,2,0,0,1,0,1
2010-022616-39,1,,,0,1,0,0,3,0,0,0,0,1
2010-022620-77,5,,,0,0,0,0,1,0,0,3,0,1
2010-022622-32,1,2012-10-22,2012-10-22,1,0,0,0,2,0,0,1,0,1
2010-022625-15,2,2013-09-19,2013-09-19,1,0,0,0,3,0,0,2,0,1
2010-022627-29,1,,,0,0,0,0,4,0,0,1,1,0
2010-022629-14,8,,,0,0,0,0,2,0,0,2,0,1
2010-022630-92,1,2011-08-31,2011-08-31,1,0,0,1,2,0,0,1,0,1
2010-022636-37,7,2015-05-28,2015-05-28,6,1,0,1,3,0,0,1,0,1
2010-022638-96,10,2014-01-06,2014-01-06,4,1,1,1,2,0,0,2,0,1
2010-022640-20,1,,,0,0,0,3,4,0,0,0,0,0
2010-022641-25,1,,,0,0,0,0,4,0,0,1,0,0
2010-022644-21,1,2012-04-17,2012-04-17,1,0,0,0,4,1,0,1,0,0
2010-022645-14,9,2016-06-21,2016-06-24,6,1,0,0,3,0,0,2,0,1
2010-022646-24,3,2017-02-11,2017-02-11,1,0,0,0,2,0,0,2,0,1
2010-022647-38,1,,,0,1,1,0,3,0,0,4,0,1
2010-022648-19,1,,,0,1,1,0,3,0,0,4,0,1
2010-022653-41,1,,,0,0,0,0,2,0,0,0,0,0
2010-022655-29,1,,,0,0,0,1,2,0,0,0,0,0
2010-022656-22,13,2015-09-14,2015-09-14,11,1,0,0,3,0,0,2,0,1
2010-022658-18,7,2012-03-14,2012-03-14,5,1,0,0,3,0,0,1,0,1
2010-022660-12,1,,,0,0,0,0,3,0,0,0,0,0
2010-022673-33,1,,,0,0,0,0,2,0,0,0,0,0
2010-022674-14,1,,,0,0,0,0,2,0,0,0,0,1
2010-022677-34,1,2013-12-13,2013-12-13,1,0,0,0,3,0,0,1,0,0
2010-022678-15,1,2011-03-12,2011-03-12,1,0,0,0,1,0,0,1,0,1
2010-022679-71,1,2014-12-31,2014-12-31,1,0,0,0,2,0,0,1,1,0
2010-022681-27,1,,,0,0,0,0,2,0,0,0,0,0
2010-022682-98,1,,,0,0,0,0,4,0,1,0,0,0
2010-022685-27,7,2013-06-03,2013-06-03,5,1,0,0,2,0,0,2,1,1
2010-022686-10,1,2015-01-31,2015-01-31,1,1,0,0,4,0,0,1,0,1
2010-022687-12,1,2016-12-16,2016-12-16,1,0,0,0,2,0,0,1,0,0
2010-022689-29,1,,,0,0,0,0,4,0,0,0,0,0
2010-022693-14,1,,,0,0,0,0,4,0,1,0,0,0
2010-022695-31,1,,,0,0,0,0,2,0,0,0,0,0
2010-022699-30,1,,,0,0,0,0,2,0,0,0,0,0
2010-022701-17,1,,,0,0,0,0,4,0,0,0,0,0
2010-022703-22,1,,,0,0,0,0,2,0,0,0,0,0
2010-022705-18,1,,,0,0,0,0,4,0,0,1,0,0
2010-022706-41,1,2012-10-15,2012-10-15,1,0,0,0,2,0,0,1,1,1
2010-022709-16,2,2012-10-09,2012-10-09,2,1,0,1,2,0,0,1,0,1
2010-022710-77,8,2013-11-29,2013-11-29,8,1,0,1,3,0,0,1,1,1
2010-022713-26,1,,,0,1,0,0,2,0,0,0,0,1
2010-022715-19,1,2016-07-27,2016-07-27,1,0,0,0,4,0,0,1,0,0
2010-022716-39,1,,,0,0,0,1,2,0,0,4,0,1
2010-022718-17,6,2013-05-17,2013-05-23,6,1,0,0,3,0,0,1,0,1
2010-022721-14,2,2011-11-30,2011-11-30,2,1,0,0,3,0,0,1,0,1
2010-022725-16,1,,,0,0,0,0,3,0,0,0,0,0
2010-022726-33,8,2015-12-31,2017-06-29,7,1,1,1,3,0,0,2,1,1
2010-022730-91,1,2013-07-29,2013-07-29,1,1,0,0,3,0,0,1,0,1
2010-022736-37,3,2011-10-07,2011-10-07,1,1,0,0,3,0,0,1,0,1
2010-022737-28,1,,,0,1,0,0,4,0,0,0,0,0
2010-022739-13,1,,,0,0,0,0,4,0,0,0,0,0
2010-022742-25,7,2014-03-20,2014-05-21,5,0,0,0,3,0,0,1,0,1
2010-022743-37,6,2014-02-24,2014-02-24,3,0,0,0,3,0,0,1,0,1
2010-022744-21,1,,,0,0,0,0,2,0,0,0,0,1
2010-022746-24,10,2014-02-19,2014-02-20,6,0,0,0,3,0,0,1,0,1
2010-022749-74,1,,,0,0,0,0,4,0,0,0,0,0
2010-022750-16,1,,,0,0,0,0,4,0,0,0,0,0
2010-022754-17,1,,,0,0,0,0,2,0,0,0,0,0
2010-022757-42,4,2016-01-14,2016-01-14,2,0,0,1,2,0,0,2,0,1
2010-022758-18,11,2013-07-03,2013-07-16,9,1,0,0,3,0,0,2,0,1
2010-022759-42,8,2014-10-25,2014-10-28,5,1,0,0,3,0,0,2,0,1
2010-022760-12,13,,,0,0,0,0,3,0,0,2,0,1
2010-022762-27,1,,,0,0,0,0,4,0,1,1,0,0
2010-022763-35,1,2013-08-01,2013-08-01,1,0,0,0,3,0,0,1,0,0
2010-022766-27,5,2014-11-19,2014-11-19,4,1,0,0,2,0,0,1,0,1
2010-022770-13,2,,,0,0,0,0,2,0,0,0,0,0
2010-022772-31,1,2014-09-17,2014-09-17,1,0,0,0,4,0,1,1,0,0
2010-022775-57,1,,,0,0,0,0,4,0,0,0,0,0
2010-022777-34,7,2012-05-09,2017-09-13,4,1,0,0,3,0,0,1,1,1
2010-022780-35,6,2017-03-16,2017-03-19,4,0,0,1,2,0,0,2,0,1
2010-022782-99,5,2012-10-17,2012-10-17,3,1,1,0,3,0,0,2,0,1
2010-022784-35,2,2012-11-22,2012-11-22,2,1,1,0,3,0,0,1,0,1
2010-022785-27,5,2012-06-27,2012-06-27,1,1,1,0,3,0,0,2,0,1
2010-022791-31,1,,,0,0,0,0,1,0,1,0,0,0
2010-022792-57,1,2015-01-15,2015-01-15,1,0,0,0,3,0,0,1,0,0
2010-022794-34,1,2011-07-18,2011-07-18,1,1,0,0,4,0,0,1,0,1
2010-022795-31,1,,,0,0,0,0,2,0,0,0,0,0
2010-022796-62,5,2011-09-02,2011-09-02,4,1,0,0,2,0,0,1,0,1
2010-022798-32,6,2011-10-14,2011-11-14,5,0,0,0,2,0,0,2,0,1
