trial_id,number_of_countries,min_end_date,max_end_date,comp_date,has_results,includes_pip,rare_disease,phase,bioequivalence_study,health_volunteers,trial_status,terminated,sponsor_status
2007-007625-43,1,,,0,0,0,0,4,0,0,0,0,0
2007-007629-32,6,2010-05-07,2010-05-07,2,0,0,2,2,0,0,2,1,1
2007-007630-19,1,,,0,0,0,0,2,0,0,0,0,0
2007-007633-39,3,2009-12-16,2009-12-16,1,1,0,0,2,0,0,2,0,1
2007-007637-39,1,,,0,0,0,0,4,0,0,0,0,0
2007-007638-21,1,,,0,0,0,0,4,0,0,0,0,0
2007-007639-17,1,2014-11-04,2014-11-04,1,1,0,0,3,0,0,1,1,0
2007-007640-10,1,,,0,0,0,0,4,0,0,0,0,0
2007-007643-27,3,2008-08-28,2008-08-28,3,0,0,0,2,0,0,1,1,1
2007-007645-12,1,,,0,0,0,0,4,0,0,0,0,0
2007-007648-85,11,2012-10-15,2016-12-09,6,1,0,0,3,0,0,2,0,2
2007-007652-34,1,,,0,0,0,0,2,0,0,1,0,0
2007-007653-31,1,,,0,0,0,1,2,0,0,0,0,0
2007-007657-31,1,2010-04-30,2010-04-30,1,0,0,0,2,0,0,1,0,0
2007-007659-15,3,2010-03-03,2010-03-03,2,0,0,0,2,0,0,1,0,1
2007-007661-20,1,,,0,0,0,0,4,0,0,0,0,0
2007-007662-37,1,,,0,0,0,0,4,0,0,0,0,0
2007-007663-25,1,,,0,1,0,0,2,0,0,0,0,1
2007-007666-38,7,2011-03-15,2011-03-15,4,1,0,0,3,0,0,2,1,1
2007-007668-15,1,,,0,0,0,0,4,0,0,0,0,0
2007-007669-20,4,2008-12-18,2009-01-12,2,1,0,0,2,0,0,1,1,1
2007-007670-38,1,,,0,0,0,0,4,0,0,0,0,1
2007-007672-41,12,2013-10-02,2013-10-02,8,1,0,0,3,0,0,2,0,1
2007-007673-23,1,,,0,0,0,0,4,0,0,0,0,0
2007-007676-42,3,2010-09-15,2010-09-15,1,0,0,0,3,0,0,2,0,0
2007-007678-43,1,,,0,0,0,0,3,0,0,0,0,0
2007-007694-23,1,,,0,0,0,0,2,0,0,1,1,0
2007-007696-16,1,,,0,0,0,0,3,0,0,1,1,0
2007-007697-39,1,,,0,0,0,0,4,0,0,0,0,0
2007-007698-22,1,2015-11-23,2015-11-23,1,1,0,0,1,0,0,1,0,0
2007-007699-40,1,2012-01-12,2012-01-12,1,0,0,0,1,0,0,1,0,1
2007-007702-30,1,,,0,0,0,0,2,0,0,1,0,1
2007-007723-40,3,2009-09-02,2009-09-02,2,1,0,0,3,0,2,1,0,1
2007-007725-46,1,,,0,1,0,0,2,0,0,1,0,1
2007-007727-41,3,,,0,0,0,0,2,0,0,2,0,1
2007-007728-16,1,,,0,0,0,0,4,0,0,0,0,0
2007-007734-19,1,,,0,0,0,0,2,0,0,0,0,0
2007-007740-10,1,,,0,0,0,0,3,0,0,0,0,0
2007-007742-35,1,2009-05-14,2009-05-14,1,0,0,0,2,0,0,1,1,1
2007-007744-98,1,,,0,0,0,0,2,0,0,1,0,0
2007-007748-85,1,2010-10-01,2010-10-01,1,0,0,0,2,0,0,1,1,1
2007-007749-11,1,2008-12-19,2008-12-19,1,0,0,0,2,0,0,1,0,1
2007-007752-34,1,,,0,0,0,1,2,0,0,1,0,1
2007-007756-34,8,2017-11-08,2017-11-08,5,0,0,1,2,0,0,2,0,1
2007-007758-70,6,2016-03-29,2016-03-29,5,1,1,0,2,0,0,1,0,1
2007-007759-15,1,2009-06-05,2009-06-05,1,0,0,0,2,0,0,1,0,1
2007-007764-14,1,2008-12-10,2008-12-10,1,0,0,0,2,0,0,1,1,1
2007-007775-17,1,2011-08-21,2011-08-21,1,0,0,0,1,0,0,1,0,1
2007-007781-38,5,2010-01-22,2010-01-22,2,1,0,2,3,0,1,1,0,2
2007-007782-21,1,,,0,0,0,0,4,0,0,0,0,0
2007-007783-14,2,2010-01-08,2010-01-08,2,1,0,0,3,0,1,1,0,1
2007-007787-25,1,,,0,0,0,0,2,0,0,0,0,0
2007-007789-39,1,,,0,0,0,0,2,0,0,0,0,1
2007-007792-17,1,,,0,0,0,0,2,0,0,0,0,0
2007-007793-29,1,,,0,0,0,0,2,0,0,0,0,0
2007-007794-23,1,,,0,0,0,1,3,0,0,1,1,0
2007-007799-40,1,,,0,0,0,0,3,0,0,0,0,0
2007-007800-13,7,2016-02-11,2016-02-11,4,1,0,1,3,0,0,2,0,1
2007-007801-63,1,,,0,0,0,0,3,0,0,1,0,0
2007-007804-14,1,,,0,0,0,0,4,0,0,0,0,0
2007-007805-58,1,,,0,0,0,0,3,0,0,0,0,0
2007-007813-35,1,2010-12-30,2010-12-30,1,0,0,0,4,0,0,1,0,0
2007-007815-99,1,,,0,0,0,0,4,0,0,0,0,0
2007-007831-24,1,2009-08-28,2009-08-28,1,1,0,0,2,0,0,1,0,1
2007-007834-21,2,,,0,0,0,0,2,0,0,2,0,0
2007-007835-16,5,2010-02-24,2010-02-24,2,1,0,0,3,0,0,2,0,1
2007-007837-38,2,2009-01-08,2009-01-08,1,1,0,0,3,0,1,2,0,1
2007-007839-33,1,,,0,0,0,0,3,0,0,1,0,0
2007-007842-36,3,,,0,0,0,0,0,0,0,0,0,0
2007-007847-28,1,,,0,0,0,1,3,0,0,0,0,0
2007-007849-13,3,2011-03-24,2011-03-24,1,0,0,1,3,0,0,2,0,0
2007-007853-30,1,2011-03-22,2011-03-22,1,0,0,0,1,0,0,1,0,1
2007-007859-14,2,2009-07-07,2009-07-07,2,1,0,0,2,0,0,1,0,1
2007-007861-19,2,,,0,1,0,0,3,0,0,1,0,1
2007-007862-39,3,2013-02-22,2013-02-22,1,1,0,0,3,0,0,1,1,1
2007-007863-26,4,2013-10-21,2013-10-21,1,1,0,0,2,0,0,2,0,1
2007-007864-63,1,,,0,0,0,0,3,0,0,1,0,0
2007-007865-19,1,2008-11-19,2008-11-19,1,1,0,0,2,0,0,1,0,1
2007-007867-25,9,2013-02-12,2013-03-12,7,1,0,0,3,0,0,2,0,1
2007-007869-21,6,2009-06-25,2009-06-25,5,0,0,0,2,0,0,2,0,1
2007-007872-40,5,2016-03-30,2016-03-30,2,1,0,1,2,0,0,2,1,1
2007-007873-22,1,2011-03-01,2011-03-01,1,0,0,0,2,0,0,1,0,0
2007-007876-41,1,,,0,1,0,0,3,0,1,0,0,1
2007-007877-22,1,,,0,0,0,0,4,0,0,0,0,0
2007-007882-19,1,,,0,0,0,0,3,0,0,1,1,0
2007-007884-26,1,,,0,0,0,0,4,0,0,0,0,0
2007-007885-39,6,,,0,1,0,0,1,0,0,2,0,1
2007-007888-24,1,,,0,1,0,0,4,0,0,0,0,1
2007-007890-22,1,,,0,0,0,0,4,0,0,0,0,0
2007-007907-34,1,,,0,0,0,0,2,0,0,0,0,0
2007-007927-42,1,2008-12-31,2008-12-31,1,0,0,0,4,0,0,1,0,0
2007-007928-18,1,2010-08-31,2010-08-31,1,0,0,0,4,0,0,1,0,1
2007-007931-25,1,,,0,0,0,0,4,0,1,1,0,0
2007-007932-25,1,,,0,1,0,0,3,0,0,0,0,1
2007-007934-21,1,,,0,0,0,0,3,0,0,1,0,0
2007-007935-14,1,2011-04-19,2011-04-19,1,0,0,0,4,0,0,1,1,0
2007-007939-29,1,,,0,0,0,1,2,0,0,0,0,0
2007-007940-92,5,2009-10-14,2009-10-14,3,0,0,1,2,0,0,2,0,1
2007-007941-10,4,2008-11-10,2008-11-10,1,1,0,0,3,0,0,2,1,1
2007-007942-36,16,2010-08-12,2010-08-12,13,1,0,0,3,0,0,2,0,1
2007-007943-29,20,2010-11-16,2010-11-18,13,1,0,0,3,0,2,2,0,1
2007-007944-80,10,2009-06-30,2009-06-30,8,1,0,0,3,0,0,2,0,1
2007-007945-11,9,2009-10-28,2009-10-28,8,1,0,0,3,0,0,1,0,1
2007-007946-37,5,2009-05-04,2009-05-11,4,1,0,0,3,0,0,1,0,1
2007-007947-28,1,2010-01-22,2010-01-22,1,1,0,0,3,0,0,1,0,1
2007-007949-13,1,,,0,0,0,1,3,0,0,0,0,0
2007-007950-77,2,,,0,0,0,0,3,0,0,0,0,0
2007-007951-14,3,2009-05-04,2009-05-04,2,1,0,0,3,0,0,2,0,1
2007-007953-30,1,,,0,0,0,0,3,0,0,0,0,0
2007-007956-33,1,,,0,0,0,0,4,0,0,0,0,1
2007-007958-54,1,,,0,0,0,0,4,0,0,1,0,0
2007-007968-19,1,,,0,0,0,0,3,0,0,0,0,0
2007-007970-47,1,2012-07-01,2012-07-01,1,0,0,0,2,0,1,1,0,0
2007-007971-18,1,,,0,0,0,0,2,0,0,0,0,0
2007-007974-45,2,,,0,0,0,1,2,0,0,0,0,0
2007-007977-21,1,,,0,0,0,0,4,0,0,0,0,0
2008-000007-28,1,,,0,0,0,1,2,0,0,0,0,0
2008-000025-19,3,2009-01-02,2009-01-02,1,1,0,0,2,0,0,2,0,1
2008-000036-41,1,,,0,0,0,0,2,0,0,0,0,1
2008-000040-13,1,,,0,0,0,1,2,0,0,0,0,0
2008-000041-60,1,,,0,0,0,0,3,0,0,0,0,0
2008-000042-31,1,,,0,0,0,0,4,0,0,0,0,0
2008-000044-14,1,,,0,0,0,0,2,0,0,1,0,0
2008-000045-59,4,2010-06-16,2010-06-16,2,1,0,0,3,0,0,2,0,1
2008-000046-31,1,,,0,0,0,1,4,0,0,0,0,0
2008-000051-10,1,2011-05-23,2011-05-23,1,1,0,0,4,0,0,1,1,0
2008-000053-35,1,,,0,0,0,0,2,0,0,1,0,0
2008-000061-37,1,2009-02-25,2009-02-25,1,0,0,0,3,0,0,1,0,1
2008-000062-24,1,,,0,0,0,0,1,0,0,0,0,1
2008-000066-22,1,,,0,0,0,1,2,0,0,0,0,0
2008-000069-41,1,,,0,0,0,0,4,0,0,0,0,0
2008-000071-25,7,2011-07-08,2011-10-20,5,1,0,1,3,0,0,2,0,1
2008-000072-25,2,2014-05-05,2014-05-05,1,1,0,0,2,0,0,1,0,1
2008-000073-37,1,2010-02-17,2010-02-17,1,0,0,0,4,0,0,1,0,0
2008-000077-38,10,2013-04-15,2013-04-15,4,1,0,1,2,0,0,2,1,1
2008-000078-19,1,,,0,0,0,0,3,0,0,0,0,0
2008-000079-31,8,2009-05-25,2009-07-06,5,1,0,0,2,0,0,2,0,1
2008-000080-42,1,,,0,0,0,0,2,0,0,1,0,0
2008-000083-17,1,,,0,0,0,0,3,0,1,4,0,0
2008-000084-41,4,2010-10-31,2010-10-31,2,1,0,1,2,0,0,2,1,1
2008-000086-38,1,,,0,0,0,1,2,0,0,0,0,0
2008-000087-16,5,2013-12-05,2013-12-05,2,1,0,0,2,0,0,2,0,1
2008-000088-40,1,,,0,0,0,0,4,0,0,0,0,0
2008-000091-24,6,2009-06-26,2010-06-21,5,1,0,0,2,0,0,1,0,1
2008-000094-37,1,,,0,0,0,0,2,0,0,1,1,0
2008-000095-25,5,2009-12-10,2009-12-10,4,1,0,0,3,0,0,2,0,1
2008-000101-11,1,,,0,0,0,0,3,0,0,0,0,0
2008-000102-36,1,,,0,0,0,0,3,0,0,0,0,0
2008-000103-29,1,,,0,0,0,0,2,0,0,1,0,0
2008-000105-11,1,,,0,1,0,0,3,0,0,1,0,1
2008-000106-37,1,,,0,0,0,0,4,0,0,0,0,0
2008-000107-28,4,,,0,0,0,0,2,0,0,0,0,1
2008-000121-19,1,2010-05-14,2010-05-14,1,0,0,0,2,0,0,1,1,0
2008-000123-26,1,2015-08-10,2015-08-10,1,0,0,0,2,0,0,1,0,0
2008-000126-39,1,,,0,0,0,0,3,0,0,0,0,0
2008-000132-40,2,2012-07-17,2015-03-17,2,1,0,1,2,0,0,1,0,1
2008-000133-22,11,2008-08-27,2008-08-30,8,1,0,0,3,0,0,2,0,1
2008-000140-13,1,2011-09-22,2011-09-22,1,0,0,1,1,0,0,1,0,1
2008-000144-14,4,2010-05-17,2010-05-17,3,1,0,0,3,0,0,1,1,2
2008-000145-58,6,2010-05-17,2010-05-17,1,1,0,0,3,0,0,2,1,1
2008-000149-72,6,2010-04-14,2010-04-14,4,1,0,0,2,0,0,2,0,2
2008-000150-12,8,2008-07-21,2012-09-10,7,1,0,0,2,0,0,2,1,1
2008-000164-17,1,,,0,0,0,1,2,0,0,1,1,0
2008-000168-18,1,,,0,0,0,0,3,0,0,0,0,1
2008-000170-20,3,2009-09-30,2009-09-30,1,1,0,0,2,0,0,2,0,1
2008-000191-24,1,,,0,0,0,0,0,0,0,1,1,1
2008-000193-21,2,2009-02-02,2009-02-02,1,0,0,0,3,0,0,1,1,1
2008-000196-23,1,,,0,1,0,0,3,0,0,1,0,1
2008-000197-20,1,2009-08-20,2009-08-20,1,0,0,0,2,0,0,1,0,1
2008-000198-39,1,,,0,0,0,0,2,0,0,0,0,0
2008-000201-11,1,,,0,0,0,0,2,0,1,0,0,0
2008-000202-36,1,,,0,0,0,0,3,0,0,0,0,0
2008-000207-28,1,2009-05-12,2009-05-12,1,0,0,0,2,0,0,1,1,1
2008-000209-12,1,,,0,0,0,0,4,0,0,0,0,0
2008-000213-30,1,2009-06-02,2009-06-02,1,0,0,1,2,0,0,1,0,1
2008-000214-71,7,2009-02-18,2009-02-18,6,0,0,0,2,0,0,2,0,1
2008-000217-30,1,,,0,0,0,0,2,0,0,1,0,0
2008-000219-14,1,,,0,0,0,0,4,0,0,0,0,0
2008-000224-27,1,,,0,0,0,1,4,0,0,0,0,0
2008-000225-19,1,,,0,0,0,0,2,0,0,0,0,0
2008-000227-25,1,2009-06-01,2009-06-01,1,0,0,0,1,1,0,1,0,0
2008-000228-13,16,2009-01-27,2009-03-16,12,1,0,0,3,0,0,2,1,1
2008-000230-53,1,2010-04-25,2010-04-25,1,0,0,0,3,0,0,1,0,1
2008-000239-17,1,,,0,0,0,0,4,0,0,0,0,0
2008-000243-33,1,,,0,0,0,0,3,0,0,1,1,0
2008-000245-55,1,2011-11-24,2011-11-24,1,0,0,1,2,0,0,1,0,0
2008-000247-34,1,,,0,0,0,0,3,0,0,0,0,0
2008-000248-15,1,,,0,0,0,0,2,0,0,0,0,0
2008-000252-28,1,,,0,0,0,0,4,0,0,0,0,0
2008-000254-13,1,2010-08-06,2010-08-06,1,0,0,0,4,0,0,1,0,0
2008-000256-26,1,2014-02-03,2014-02-03,1,0,0,0,2,0,0,1,1,0
2008-000257-36,1,,,0,0,0,0,3,0,0,0,0,0
2008-000264-17,1,2008-12-05,2008-12-05,1,0,0,0,2,0,0,1,0,1
2008-000280-42,8,2017-08-24,2017-08-24,4,0,0,1,2,0,0,2,0,1
2008-000281-23,1,,,0,0,0,0,2,0,0,0,0,0
2008-000300-89,1,2010-06-01,2010-06-01,1,0,0,0,4,0,0,1,0,0
2008-000301-11,5,,,0,1,0,0,3,0,0,2,1,1
2008-000306-36,1,,,0,0,0,0,2,0,0,1,1,0
2008-000311-15,2,2009-07-20,2009-07-20,2,1,0,0,2,0,0,1,0,1
2008-000325-20,1,,,0,0,0,0,3,0,0,0,0,0
2008-000327-25,3,2009-02-04,2009-02-04,1,1,0,0,2,0,0,2,0,1
2008-000328-16,1,,,0,0,0,0,4,0,0,1,0,0
2008-000330-50,1,,,0,0,0,0,4,0,0,0,0,0
2008-000332-40,1,,,0,0,0,0,2,0,0,1,0,0
2008-000333-22,1,2008-06-30,2008-06-30,1,0,0,0,4,0,1,1,0,1
2008-000340-13,4,2008-02-27,2009-03-03,4,1,0,0,2,0,0,1,0,1
2008-000341-64,1,,,0,0,0,0,2,0,0,0,0,0
2008-000342-32,2,2009-08-14,2009-08-14,1,1,1,0,3,0,0,2,1,1
2008-000343-33,1,2009-08-07,2009-08-07,1,0,0,0,3,0,0,1,0,1
2008-000345-55,12,2012-09-25,2012-09-25,6,1,0,0,3,0,0,2,1,1
2008-000349-68,4,2010-12-17,2011-01-31,3,1,0,0,2,0,0,1,1,1
2008-000355-94,1,2008-11-21,2008-11-21,1,1,0,0,4,0,1,1,0,1
2008-000357-35,3,2014-07-16,2014-08-13,2,0,0,2,3,0,0,1,1,1
2008-000358-11,5,,,0,0,0,2,2,0,0,2,0,1
2008-000360-16,1,,,0,0,0,0,3,0,0,1,1,0
2008-000364-16,1,,,0,0,0,0,1,0,0,1,1,0
2008-000367-42,9,2015-04-16,2015-07-27,6,1,0,0,3,0,1,2,1,1
2008-000369-44,1,,,0,1,0,0,3,0,1,1,0,1
2008-000370-20,1,,,0,0,0,0,4,0,0,0,0,0
2008-000380-42,1,,,0,0,0,0,2,0,0,1,0,0
2008-000400-81,3,2011-05-23,2011-05-31,3,0,0,0,2,0,0,1,1,1
2008-000401-11,4,2009-10-26,2009-10-26,2,1,0,0,3,0,0,1,0,1
2008-000404-92,2,,,0,0,0,0,3,0,0,1,1,0
2008-000406-36,1,2008-10-30,2008-10-30,1,1,0,0,4,0,1,1,0,1
2008-000411-15,5,2010-07-02,2011-12-09,2,1,0,1,2,0,0,2,1,1
2008-000412-33,4,2011-06-13,2011-07-15,3,1,0,0,2,0,0,2,1,1
2008-000413-29,1,,,0,0,0,0,3,0,0,1,0,0
2008-000415-14,1,,,0,0,0,0,2,0,0,0,0,1
2008-000417-30,1,,,0,0,0,0,3,0,0,0,0,0
2008-000422-39,9,2011-05-12,2011-05-12,4,1,0,0,2,0,0,2,1,1
2008-000424-86,1,,,0,0,0,0,0,1,0,1,0,0
2008-000427-26,1,2011-03-02,2011-03-02,1,0,0,0,4,0,0,1,0,0
2008-000429-20,3,2009-12-18,2009-12-18,2,0,0,0,2,0,0,1,0,1
2008-000433-21,1,,,0,0,0,0,2,0,0,0,0,0
2008-000434-47,1,,,0,0,0,1,1,0,0,0,0,1
2008-000441-58,1,2015-04-09,2015-04-09,1,0,0,0,2,0,1,1,0,0
2008-000444-13,1,,,0,0,0,0,4,0,0,1,1,0
2008-000451-97,1,,,0,1,0,0,1,0,0,1,0,1
2008-000452-27,2,,,0,1,1,0,1,0,0,0,0,1
2008-000453-35,1,,,0,0,0,0,2,0,0,0,0,0
2008-000454-12,8,2011-04-04,2011-04-04,3,1,0,0,3,0,0,2,1,1
2008-000459-88,1,,,0,0,0,0,3,0,0,0,0,0
2008-000461-28,1,,,0,0,0,0,4,0,0,0,0,0
2008-000465-37,4,2008-06-25,2008-07-14,2,0,0,0,0,0,0,2,1,1
2008-000470-21,1,,,0,0,0,1,2,0,0,0,0,0
2008-000473-38,1,2011-12-28,2011-12-28,1,0,0,0,3,0,0,1,0,1
2008-000474-20,1,2009-03-08,2009-03-08,1,0,0,0,2,0,0,1,0,1
2008-000475-25,1,2012-08-13,2012-08-13,1,0,0,0,4,0,1,1,0,0
2008-000479-11,3,,,0,1,0,0,2,0,0,2,0,1
2008-000480-41,1,,,0,0,0,0,3,0,0,0,0,0
2008-000486-29,1,,,0,0,0,0,2,0,0,0,0,0
2008-000487-17,1,,,0,0,0,0,4,0,0,1,0,1
2008-000488-41,1,2011-01-18,2011-01-18,1,0,0,0,3,0,0,1,1,1
2008-000490-37,1,,,0,0,0,0,2,0,0,1,1,0
2008-000495-24,1,,,0,0,0,0,2,0,0,1,0,1
2008-000498-40,8,2016-06-10,2016-06-15,7,1,0,0,3,0,0,1,0,1
2008-000499-25,4,2009-02-20,2009-02-20,1,1,0,0,3,0,0,1,0,1
2008-000500-83,4,2009-02-24,2009-02-24,2,1,0,1,2,0,0,1,0,1
2008-000504-92,6,2011-07-26,2011-07-26,3,0,0,0,3,0,0,1,1,1
2008-000506-36,1,2009-12-18,2009-12-18,1,1,0,0,2,0,0,1,0,1
2008-000511-16,1,,,0,1,0,0,4,0,0,0,0,0
2008-000513-29,1,2009-12-02,2009-12-02,1,0,0,0,3,0,0,1,0,1
2008-000515-14,1,,,0,0,0,0,3,0,0,1,1,0
2008-000516-32,6,2011-07-20,2011-07-21,5,1,0,0,0,0,0,1,0,1
2008-000517-30,1,,,0,1,0,0,2,0,0,0,0,0
2008-000521-19,5,2011-09-09,2011-09-09,3,1,0,0,3,0,0,2,0,1
2008-000524-82,1,,,0,0,0,0,2,0,0,0,0,0
2008-000526-39,2,,,0,1,0,0,4,0,1,2,0,1
2008-000528-22,1,,,0,0,0,0,2,0,0,0,0,0
2008-000529-20,1,2008-11-19,2008-11-19,1,1,0,0,4,0,0,1,1,0
2008-000531-18,9,2012-07-24,2012-07-30,5,1,0,0,2,0,0,1,1,1
2008-000533-22,9,2010-07-16,2010-07-16,5,1,0,0,3,0,0,2,0,1
2008-000536-40,5,2009-01-15,2009-01-19,2,1,0,0,3,0,0,2,0,1
2008-000537-22,1,,,0,0,0,0,4,0,0,0,0,0
2008-000540-14,1,,,0,0,0,0,4,0,1,0,0,0
2008-000544-13,1,,,0,0,0,0,4,0,0,0,0,0
2008-000546-31,1,2009-07-16,2009-07-16,1,1,0,0,3,0,0,1,0,1
2008-000547-34,1,,,0,0,0,1,2,0,0,1,0,0
2008-000549-73,1,,,0,1,0,0,3,0,0,1,0,1
2008-000550-12,6,2009-11-30,2009-11-30,4,1,0,0,3,0,0,2,0,1
2008-000551-10,1,,,0,0,0,0,2,0,0,1,0,0
2008-000552-27,1,,,0,0,0,0,4,0,0,1,0,1
2008-000558-11,7,2010-10-01,2010-11-01,3,0,0,0,3,0,1,2,0,1
2008-000560-17,1,2011-04-28,2011-04-28,1,0,0,0,3,0,0,1,0,0
2008-000561-28,1,2009-10-15,2009-10-15,1,0,0,0,2,0,0,1,0,0
2008-000562-23,2,2009-02-20,2009-02-20,1,1,0,0,2,0,0,1,0,1
2008-000564-16,3,2014-10-16,2014-10-16,3,1,0,0,3,0,0,1,1,1
2008-000565-39,1,,,0,1,0,0,3,0,0,1,0,1
2008-000566-23,2,,,0,0,0,0,2,0,0,0,0,1
2008-000569-50,3,,,0,0,0,1,0,0,0,0,0,0
2008-000570-21,1,,,0,0,0,0,2,0,0,0,0,0
2008-000579-12,1,,,0,1,0,0,2,0,0,0,0,1
2008-000580-41,1,,,0,0,0,0,4,0,0,0,0,1
2008-000581-23,1,2011-02-03,2011-02-03,1,1,0,0,2,0,0,1,0,1
2008-000582-39,6,2011-08-31,2011-08-31,3,0,0,0,2,0,0,2,1,1
2008-000583-16,6,2010-11-30,2010-12-31,5,1,0,0,4,0,0,2,0,1
2008-000584-42,1,2013-07-05,2013-07-05,1,0,0,0,4,0,0,1,0,0
2008-000585-22,1,2011-12-29,2011-12-29,1,1,0,0,2,0,0,1,0,1
2008-000586-26,1,,,0,1,0,0,2,0,0,0,0,0
2008-000587-17,16,2010-03-29,2010-03-29,10,1,0,0,3,0,0,2,0,1
2008-000588-41,1,,,0,0,0,0,4,0,0,1,0,0
2008-000592-24,1,,,0,0,0,0,3,0,0,0,0,0
2008-000597-21,1,,,0,0,0,0,4,0,0,0,0,0
2008-000599-25,1,,,0,0,0,0,3,0,0,1,0,0
2008-000601-11,1,2010-11-01,2010-11-01,1,0,0,0,4,0,0,1,0,0
2008-000604-88,1,2010-07-12,2010-07-12,1,0,0,0,4,0,0,1,1,0
2008-000606-36,1,,,0,0,0,1,4,0,0,1,0,0
2008-000609-12,1,,,0,0,0,0,4,0,0,1,0,0
2008-000615-15,6,2013-07-23,2013-07-29,4,1,0,0,2,0,0,2,0,1
2008-000617-30,1,,,0,0,0,0,3,0,0,0,0,0
2008-000621-19,1,,,0,0,0,0,4,0,0,1,0,0
2008-000622-40,7,2014-02-24,2014-07-07,4,1,0,0,3,0,0,2,1,1
2008-000623-25,1,,,0,0,0,0,4,0,0,0,0,0
2008-000625-19,1,,,0,0,0,0,4,0,0,0,0,0
2008-000626-39,1,2009-08-28,2009-08-28,1,0,0,0,2,0,0,1,0,0
2008-000627-26,1,,,0,0,0,0,4,0,0,0,0,0
2008-000628-25,1,,,0,0,0,0,3,0,0,0,0,0
2008-000634-53,6,2012-07-12,2012-07-12,1,1,0,0,2,0,0,2,1,1
2008-000639-16,4,2010-06-22,2010-06-22,1,1,0,0,3,0,0,2,0,1
2008-000640-14,6,2009-10-01,2009-10-06,6,1,0,0,2,0,0,1,0,1
2008-000641-54,10,2009-10-21,2009-10-29,8,1,0,0,2,0,0,2,0,1
2008-000643-34,1,,,0,0,0,0,2,0,0,0,0,0
2008-000644-13,1,,,0,0,0,0,2,0,0,0,0,0
2008-000649-77,7,2010-12-09,2010-12-09,3,1,0,0,2,0,0,2,0,1
2008-000653-36,1,,,0,0,0,0,2,0,0,0,0,0
2008-000654-12,1,,,0,0,0,0,3,0,0,1,0,0
2008-000657-35,1,,,0,0,0,0,2,0,0,0,0,0
2008-000660-17,7,2013-02-28,2013-02-28,2,1,0,0,3,0,0,2,0,1
2008-000662-23,10,2012-09-18,2012-09-18,5,1,0,0,2,0,0,2,0,1
2008-000663-42,4,2009-02-26,2009-02-26,3,1,0,0,3,0,0,1,0,1
2008-000664-16,1,,,0,0,0,0,2,0,0,0,0,0
2008-000668-18,1,2016-04-08,2016-04-08,1,0,0,0,2,0,0,1,0,0
2008-000670-20,1,,,0,0,0,0,4,0,1,1,0,0
2008-000673-38,10,2012-06-11,2012-06-21,2,0,0,0,3,0,0,2,1,1
2008-000674-20,1,2009-07-15,2009-07-15,1,0,0,0,3,0,0,1,0,0
2008-000678-19,1,2011-02-03,2011-02-03,1,0,0,1,2,0,0,1,1,0
2008-000679-90,9,2011-03-16,2011-03-16,6,1,0,0,3,0,0,2,0,2
2008-000684-42,1,,,0,0,0,0,2,0,0,0,0,0
2008-000686-30,1,,,0,0,0,0,4,0,0,1,1,0
2008-000688-41,1,,,0,0,0,0,2,0,0,0,0,0
2008-000689-21,6,2010-11-18,2010-11-18,5,1,0,1,3,0,0,2,0,1
2008-000697-20,1,,,0,0,0,0,2,0,0,1,0,0
2008-000700-84,1,,,0,0,0,0,2,0,0,0,0,0
2008-000701-11,10,2015-05-29,2015-07-31,7,1,0,0,3,0,0,2,0,1
2008-000706-36,1,,,0,0,0,0,4,0,0,0,0,0
2008-000707-28,1,,,0,0,0,1,2,0,0,0,0,0
2008-000709-12,7,2015-09-17,2016-02-22,5,1,0,0,2,0,0,1,0,1
2008-000712-33,1,2008-07-24,2008-07-24,1,0,0,0,2,0,0,1,0,0
2008-000714-74,1,,,0,0,0,0,4,0,0,0,0,0
2008-000718-63,1,2009-06-29,2009-06-29,1,1,0,0,3,0,0,1,0,1
2008-000720-10,8,2011-10-26,2011-10-26,4,1,1,0,3,0,0,2,0,1
2008-000724-12,1,2008-10-29,2008-10-29,1,1,0,0,2,0,0,1,0,1
2008-000725-18,1,2008-10-19,2008-10-19,1,1,0,0,2,0,0,1,0,1
2008-000727-26,1,2009-02-25,2009-02-25,1,1,0,0,2,0,0,1,0,1
2008-000730-42,1,,,0,1,0,0,2,0,0,0,0,1
2008-000733-21,1,,,0,0,0,3,2,0,0,0,0,0
2008-000738-39,1,,,0,0,0,0,4,0,0,0,0,0
2008-000741-55,1,,,0,0,0,0,2,0,0,1,0,0
2008-000742-30,3,2009-06-01,2009-06-01,2,0,0,0,2,0,0,1,1,1
2008-000743-34,4,2009-06-09,2009-06-09,2,0,0,0,2,0,0,2,0,1
2008-000744-13,5,2013-06-28,2013-08-21,3,1,0,0,2,0,0,2,1,1
2008-000746-32,1,,,0,0,0,0,4,0,1,0,0,0
2008-000748-14,1,,,0,0,0,0,2,0,0,0,0,1
2008-000750-13,14,2010-12-29,2011-02-11,9,1,0,0,3,0,0,2,1,1
2008-000753-35,2,2009-04-20,2009-04-20,1,1,0,0,2,0,0,1,1,1
2008-000756-27,1,,,0,0,0,0,2,0,0,0,0,0
2008-000757-35,1,,,0,0,0,0,4,0,0,0,0,0
2008-000759-91,1,,,0,0,0,1,2,0,0,1,1,0
2008-000761-32,3,2009-03-27,2009-03-27,1,1,0,0,3,0,0,1,1,1
